,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on,dist_from_path
514,2016-11-08,21:29:37,42.55,13.25,CENTRAL ITALY,10,ML,2.6,543982,21,29,37.0,2016-11-08 21:29:37,ICV,34
512,2016-11-08,22:52:39,43.01,13.07,CENTRAL ITALY,9,ML,2.9,543995,22,52,39.0,2016-11-08 22:52:39,ICV,85
513,2016-11-08,22:25:58,43.02,13.1,CENTRAL ITALY,4,ML,2.8,543992,22,25,58.0,2016-11-08 22:25:58,ICV,85
508,2016-11-08,23:44:09,42.9,13.19,CENTRAL ITALY,8,ML,2.6,544004,23,44,9.0,2016-11-08 23:44:09,ICV,70
509,2016-11-08,23:24:55,42.9,13.19,CENTRAL ITALY,8,ML,2.6,544001,23,24,55.0,2016-11-08 23:24:55,ICV,70
505,2016-11-09,00:20:53,42.89,13.18,CENTRAL ITALY,8,ML,2.6,544013,0,20,53.0,2016-11-09 00:20:53,ICV,69
506,2016-11-09,00:02:42,43.02,13.14,CENTRAL ITALY,8,ML,2.8,544009,0,2,42.0,2016-11-09 00:02:42,ICV,84
502,2016-11-09,01:28:53,43.01,13.15,CENTRAL ITALY,8,ML,2.5,544025,1,28,53.0,2016-11-09 01:28:53,ICV,82
503,2016-11-09,01:27:49,42.73,13.28,CENTRAL ITALY,11,ML,2.5,544024,1,27,49.0,2016-11-09 01:27:49,ICV,50
504,2016-11-09,01:07:27,42.55,13.25,CENTRAL ITALY,11,ML,3.2,544019,1,7,27.0,2016-11-09 01:07:27,ICV,34
498,2016-11-09,03:50:51,43.0,13.15,CENTRAL ITALY,8,ML,3.3,544051,3,50,51.0,2016-11-09 03:50:51,ICV,81
499,2016-11-09,03:30:19,43.0,13.14,CENTRAL ITALY,8,ML,2.6,544050,3,30,19.0,2016-11-09 03:30:19,ICV,82
500,2016-11-09,03:15:08,43.0,13.15,CENTRAL ITALY,9,ML,3.6,544049,3,15,8.0,2016-11-09 03:15:08,ICV,81
495,2016-11-09,05:24:58,42.95,13.3,CENTRAL ITALY,11,ML,2.7,544067,5,24,58.0,2016-11-09 05:24:58,ICV,71
496,2016-11-09,05:17:45,42.76,13.19,CENTRAL ITALY,9,ML,2.6,544066,5,17,45.0,2016-11-09 05:17:45,ICV,56
497,2016-11-09,05:03:46,43.0,13.14,CENTRAL ITALY,6,ML,2.8,544064,5,3,46.0,2016-11-09 05:03:46,ICV,82
491,2016-11-09,06:29:55,42.73,13.18,CENTRAL ITALY,14,ML,3.6,544082,6,29,55.0,2016-11-09 06:29:55,ICV,54
494,2016-11-09,06:13:10,42.66,13.19,CENTRAL ITALY,13,ML,3.7,544078,6,13,10.0,2016-11-09 06:13:10,ICV,47
488,2016-11-09,07:35:04,42.82,12.76,CENTRAL ITALY,9,ML,2.5,544091,7,35,4.0,2016-11-09 07:35:04,ICV,78
489,2016-11-09,07:00:45,43.0,13.07,CENTRAL ITALY,9,ML,2.6,544090,7,0,45.0,2016-11-09 07:00:45,ICV,84
478,2016-11-09,12:59:36,42.71,13.16,CENTRAL ITALY,11,ML,2.7,544128,12,59,36.0,2016-11-09 12:59:36,ICV,53
479,2016-11-09,12:41:46,42.72,13.21,CENTRAL ITALY,10,ML,2.6,544125,12,41,46.0,2016-11-09 12:41:46,ICV,52
481,2016-11-09,12:22:44,43.01,13.07,CENTRAL ITALY,10,ML,2.8,544123,12,22,44.0,2016-11-09 12:22:44,ICV,85
477,2016-11-09,13:27:26,42.75,13.18,CENTRAL ITALY,13,ML,2.5,544129,13,27,26.0,2016-11-09 13:27:26,ICV,56
472,2016-11-09,15:58:43,42.92,18.44,BOSNIA AND HERZEGOVINA,11,MB,4.4,544143,15,58,43.0,2016-11-09 15:58:43,ICV,122
473,2016-11-09,15:41:42,42.74,13.14,CENTRAL ITALY,11,ML,2.6,544142,15,41,42.0,2016-11-09 15:41:42,ICV,56
471,2016-11-09,16:01:09,42.65,13.21,CENTRAL ITALY,12,ML,2.6,544161,16,1,9.0,2016-11-09 16:01:09,ICV,45
468,2016-11-09,17:51:20,42.7,13.18,CENTRAL ITALY,8,ML,3.1,544169,17,51,20.0,2016-11-09 17:51:20,ICV,51
466,2016-11-09,18:29:12,42.77,13.15,CENTRAL ITALY,9,ML,2.6,544174,18,29,12.0,2016-11-09 18:29:12,ICV,59
464,2016-11-09,19:44:15,42.83,13.12,CENTRAL ITALY,10,ML,2.8,544184,19,44,15.0,2016-11-09 19:44:15,ICV,66
465,2016-11-09,19:43:07,42.93,13.15,CENTRAL ITALY,10,ML,3.3,544182,19,43,7.0,2016-11-09 19:43:07,ICV,74
463,2016-11-09,19:55:27,51.5,16.02,POLAND,2,ML,2.4,544183,19,55,27.0,2016-11-09 19:55:27,JXN,166
461,2016-11-09,20:32:11,42.8,13.13,CENTRAL ITALY,10,ML,2.5,544192,20,32,11.0,2016-11-09 20:32:11,ICV,62
460,2016-11-09,21:54:39,42.68,13.3,CENTRAL ITALY,8,ML,2.8,544199,21,54,39.0,2016-11-09 21:54:39,ICV,45
459,2016-11-09,22:10:11,51.04,16.01,POLAND,10,ML,2.6,544211,22,10,11.0,2016-11-09 22:10:11,JXN,177
457,2016-11-09,23:37:30,42.83,13.23,CENTRAL ITALY,14,ML,2.6,544226,23,37,30.0,2016-11-09 23:37:30,ICV,62
456,2016-11-10,00:09:41,42.83,13.03,CENTRAL ITALY,11,ML,2.8,544230,0,9,41.0,2016-11-10 00:09:41,ICV,69
451,2016-11-10,01:43:30,42.8,13.19,CENTRAL ITALY,10,ML,2.7,544242,1,43,30.0,2016-11-10 01:43:30,ICV,60
452,2016-11-10,01:26:40,42.92,13.21,CENTRAL ITALY,7,ML,2.5,544241,1,26,40.0,2016-11-10 01:26:40,ICV,71
453,2016-11-10,01:14:34,42.93,13.21,CENTRAL ITALY,9,ML,3.1,544240,1,14,34.0,2016-11-10 01:14:34,ICV,72
443,2016-11-10,04:49:18,42.7,13.16,CENTRAL ITALY,8,ML,2.8,544268,4,49,18.0,2016-11-10 04:49:18,ICV,52
444,2016-11-10,04:47:19,42.92,13.23,CENTRAL ITALY,9,ML,2.5,544266,4,47,19.0,2016-11-10 04:47:19,ICV,70
445,2016-11-10,04:44:22,42.74,13.18,CENTRAL ITALY,9,ML,2.0,544264,4,44,22.0,2016-11-10 04:44:22,ICV,55
437,2016-11-10,06:55:07,42.68,13.21,CENTRAL ITALY,12,ML,2.7,544280,6,55,7.0,2016-11-10 06:55:07,ICV,48
431,2016-11-10,08:51:29,43.02,13.13,CENTRAL ITALY,9,ML,2.5,544294,8,51,29.0,2016-11-10 08:51:29,ICV,84
429,2016-11-10,09:25:04,42.83,13.24,CENTRAL ITALY,16,ML,2.5,544300,9,25,4.0,2016-11-10 09:25:04,ICV,61
415,2016-11-10,13:50:59,42.89,13.13,CENTRAL ITALY,9,ML,3.8,544356,13,50,59.0,2016-11-10 13:50:59,ICV,71
407,2016-11-10,14:43:35,42.83,13.25,CENTRAL ITALY,14,ML,3.1,544373,14,43,35.0,2016-11-10 14:43:35,ICV,61
409,2016-11-10,14:30:53,42.92,13.23,CENTRAL ITALY,7,ML,2.9,544370,14,30,53.0,2016-11-10 14:30:53,ICV,70
401,2016-11-10,15:57:33,42.98,13.04,CENTRAL ITALY,8,ML,3.4,544392,15,57,33.0,2016-11-10 15:57:33,ICV,83
405,2016-11-10,15:11:37,42.87,13.05,CENTRAL ITALY,11,ML,2.5,544376,15,11,37.0,2016-11-10 15:11:37,ICV,72
398,2016-11-10,16:03:14,42.65,13.21,CENTRAL ITALY,11,ML,3.3,544390,16,3,14.0,2016-11-10 16:03:14,ICV,45
399,2016-11-10,16:00:19,42.81,13.14,CENTRAL ITALY,9,ML,2.6,544388,16,0,19.0,2016-11-10 16:00:19,ICV,63
396,2016-11-10,17:23:30,42.99,13.14,CENTRAL ITALY,2,ML,3.5,544412,17,23,30.0,2016-11-10 17:23:30,ICV,81
385,2016-11-10,19:56:06,42.78,13.05,CENTRAL ITALY,10,ML,2.6,544442,19,56,6.0,2016-11-10 19:56:06,ICV,63
386,2016-11-10,19:54:34,42.78,13.05,CENTRAL ITALY,10,ML,3.3,544440,19,54,34.0,2016-11-10 19:54:34,ICV,63
389,2016-11-10,19:40:38,42.81,13.15,CENTRAL ITALY,11,ML,2.8,544434,19,40,38.0,2016-11-10 19:40:38,ICV,63
390,2016-11-10,19:15:33,43.02,13.14,CENTRAL ITALY,8,ML,2.5,544429,19,15,33.0,2016-11-10 19:15:33,ICV,84
384,2016-11-10,20:00:26,42.76,13.16,CENTRAL ITALY,12,ML,2.8,544443,20,0,26.0,2016-11-10 20:00:26,ICV,57
380,2016-11-10,22:54:06,42.78,13.17,CENTRAL ITALY,10,ML,2.1,544467,22,54,6.0,2016-11-10 22:54:06,ICV,59
381,2016-11-10,22:48:51,42.98,13.06,CENTRAL ITALY,10,ML,2.7,544466,22,48,51.0,2016-11-10 22:48:51,ICV,82
382,2016-11-10,22:44:31,42.77,13.12,CENTRAL ITALY,12,ML,2.5,544463,22,44,31.0,2016-11-10 22:44:31,ICV,60
379,2016-11-10,23:11:30,42.87,13.14,CENTRAL ITALY,9,ML,2.0,544469,23,11,30.0,2016-11-10 23:11:30,ICV,69
378,2016-11-11,00:36:55,42.79,13.12,CENTRAL ITALY,11,ML,3.5,544479,0,36,55.0,2016-11-11 00:36:55,ICV,62
373,2016-11-11,02:44:51,42.89,13.21,CENTRAL ITALY,7,ML,2.7,544489,2,44,51.0,2016-11-11 02:44:51,ICV,68
369,2016-11-11,03:25:16,43.01,13.08,CENTRAL ITALY,9,ML,2.7,544493,3,25,16.0,2016-11-11 03:25:16,ICV,85
370,2016-11-11,03:17:40,42.98,13.13,CENTRAL ITALY,6,ML,2.1,544491,3,17,40.0,2016-11-11 03:17:40,ICV,80
358,2016-11-11,04:39:29,42.74,13.18,CENTRAL ITALY,10,ML,2.3,544507,4,39,29.0,2016-11-11 04:39:29,ICV,55
361,2016-11-11,04:32:15,42.53,13.19,CENTRAL ITALY,10,ML,2.0,544506,4,32,15.0,2016-11-11 04:32:15,ICV,34
362,2016-11-11,04:27:26,42.8,13.24,CENTRAL ITALY,10,ML,2.6,544503,4,27,26.0,2016-11-11 04:27:26,ICV,58
363,2016-11-11,04:26:04,43.02,13.11,CENTRAL ITALY,10,ML,2.2,544502,4,26,4.0,2016-11-11 04:26:04,ICV,85
366,2016-11-11,04:14:01,43.04,13.09,CENTRAL ITALY,9,ML,3.0,544497,4,14,1.0,2016-11-11 04:14:01,ICV,87
367,2016-11-11,04:07:03,42.94,13.21,CENTRAL ITALY,9,ML,2.8,544496,4,7,3.0,2016-11-11 04:07:03,ICV,73
347,2016-11-11,05:59:39,43.04,13.06,CENTRAL ITALY,10,ML,2.0,544524,5,59,39.0,2016-11-11 05:59:39,ICV,88
348,2016-11-11,05:48:28,42.79,13.07,CENTRAL ITALY,10,ML,2.9,544523,5,48,28.0,2016-11-11 05:48:28,ICV,64
349,2016-11-11,05:44:42,42.81,13.16,CENTRAL ITALY,10,ML,2.7,544519,5,44,42.0,2016-11-11 05:44:42,ICV,62
350,2016-11-11,05:43:34,42.75,13.22,CENTRAL ITALY,17,ML,2.6,544518,5,43,34.0,2016-11-11 05:43:34,ICV,54
340,2016-11-11,06:51:27,42.98,13.15,CENTRAL ITALY,9,ML,2.6,544537,6,51,27.0,2016-11-11 06:51:27,ICV,79
333,2016-11-11,08:53:38,42.99,13.12,CENTRAL ITALY,9,ML,2.5,544567,8,53,38.0,2016-11-11 08:53:38,ICV,81
336,2016-11-11,08:12:07,43.01,13.07,CENTRAL ITALY,9,ML,2.6,544556,8,12,7.0,2016-11-11 08:12:07,ICV,85
337,2016-11-11,08:04:47,42.98,13.12,CENTRAL ITALY,9,ML,2.6,544553,8,4,47.0,2016-11-11 08:04:47,ICV,80
329,2016-11-11,09:30:58,42.77,13.24,CENTRAL ITALY,12,ML,2.6,544576,9,30,58.0,2016-11-11 09:30:58,ICV,56
332,2016-11-11,09:11:37,43.07,13.07,CENTRAL ITALY,9,ML,2.7,544568,9,11,37.0,2016-11-11 09:11:37,ICV,91
327,2016-11-11,10:27:54,42.78,13.11,CENTRAL ITALY,11,ML,2.7,544587,10,27,54.0,2016-11-11 10:27:54,ICV,61
323,2016-11-11,11:39:19,42.96,13.15,CENTRAL ITALY,11,ML,3.0,544606,11,39,19.0,2016-11-11 11:39:19,ICV,77
324,2016-11-11,11:15:38,43.02,13.1,CENTRAL ITALY,9,ML,2.6,544603,11,15,38.0,2016-11-11 11:15:38,ICV,85
319,2016-11-11,12:20:19,43.08,13.08,CENTRAL ITALY,8,ML,2.8,544613,12,20,19.0,2016-11-11 12:20:19,ICV,92
321,2016-11-11,12:09:40,42.98,13.15,CENTRAL ITALY,8,ML,2.6,544611,12,9,40.0,2016-11-11 12:09:40,ICV,79
315,2016-11-11,13:33:45,43.01,13.08,CENTRAL ITALY,9,ML,2.5,544630,13,33,45.0,2016-11-11 13:33:45,ICV,85
310,2016-11-11,15:32:12,42.69,13.24,CENTRAL ITALY,11,ML,2.9,544646,15,32,12.0,2016-11-11 15:32:12,ICV,48
311,2016-11-11,15:31:03,42.55,13.29,CENTRAL ITALY,16,ML,2.5,544649,15,31,3.0,2016-11-11 15:31:03,ICV,33
308,2016-11-11,17:53:09,42.83,13.22,CENTRAL ITALY,12,ML,3.1,544673,17,53,9.0,2016-11-11 17:53:09,ICV,62
309,2016-11-11,17:17:36,42.79,13.11,CENTRAL ITALY,11,ML,2.7,544671,17,17,36.0,2016-11-11 17:17:36,ICV,62
307,2016-11-11,18:37:52,42.92,13.14,CENTRAL ITALY,10,ML,2.5,544676,18,37,52.0,2016-11-11 18:37:52,ICV,74
302,2016-11-11,20:59:48,42.91,13.22,CENTRAL ITALY,8,ML,2.8,544695,20,59,48.0,2016-11-11 20:59:48,ICV,70
300,2016-11-11,21:58:14,42.9,13.11,CENTRAL ITALY,10,ML,2.7,544708,21,58,14.0,2016-11-11 21:58:14,ICV,73
301,2016-11-11,21:33:27,42.93,13.11,CENTRAL ITALY,11,ML,2.6,544697,21,33,27.0,2016-11-11 21:33:27,ICV,76
293,2016-11-12,00:49:03,42.81,13.23,CENTRAL ITALY,10,ML,2.5,544731,0,49,3.0,2016-11-12 00:49:03,ICV,60
295,2016-11-12,00:16:17,42.98,13.16,CENTRAL ITALY,9,ML,2.8,544728,0,16,17.0,2016-11-12 00:16:17,ICV,79
296,2016-11-12,00:14:25,43.01,13.07,CENTRAL ITALY,9,ML,2.9,544727,0,14,25.0,2016-11-12 00:14:25,ICV,85
291,2016-11-12,01:14:11,42.85,13.07,CENTRAL ITALY,10,ML,2.5,544732,1,14,11.0,2016-11-12 01:14:11,ICV,69
292,2016-11-12,01:11:02,42.91,13.2,CENTRAL ITALY,9,ML,2.5,544735,1,11,2.0,2016-11-12 01:11:02,ICV,71
287,2016-11-12,02:51:02,42.8,13.21,CENTRAL ITALY,13,ML,2.6,544747,2,51,2.0,2016-11-12 02:51:02,ICV,60
288,2016-11-12,02:35:29,42.89,13.1,CENTRAL ITALY,12,ML,2.6,544745,2,35,29.0,2016-11-12 02:35:29,ICV,72
290,2016-11-12,02:02:47,42.86,13.16,CENTRAL ITALY,10,ML,2.6,544741,2,2,47.0,2016-11-12 02:02:47,ICV,67
286,2016-11-12,03:54:59,43.01,13.07,CENTRAL ITALY,10,ML,3.1,544755,3,54,59.0,2016-11-12 03:54:59,ICV,85
283,2016-11-12,05:32:08,42.97,13.16,CENTRAL ITALY,11,ML,2.5,544772,5,32,8.0,2016-11-12 05:32:08,ICV,78
276,2016-11-12,09:31:19,42.68,13.16,CENTRAL ITALY,11,ML,2.5,544796,9,31,19.0,2016-11-12 09:31:19,ICV,50
277,2016-11-12,09:04:07,42.9,13.18,CENTRAL ITALY,8,ML,3.2,544793,9,4,7.0,2016-11-12 09:04:07,ICV,70
272,2016-11-12,10:51:13,42.97,13.09,CENTRAL ITALY,10,ML,2.5,544801,10,51,13.0,2016-11-12 10:51:13,ICV,80
271,2016-11-12,11:20:06,42.81,12.77,CENTRAL ITALY,10,ML,3.1,544806,11,20,6.0,2016-11-12 11:20:06,ICV,76
266,2016-11-12,12:59:18,42.99,13.14,CENTRAL ITALY,8,ML,3.7,544833,12,59,18.0,2016-11-12 12:59:18,ICV,81
268,2016-11-12,12:35:34,43.01,13.14,CENTRAL ITALY,6,ML,2.7,544829,12,35,34.0,2016-11-12 12:35:34,ICV,83
269,2016-11-12,12:34:11,43.0,13.14,CENTRAL ITALY,9,ML,4.0,544826,12,34,11.0,2016-11-12 12:34:11,ICV,82
270,2016-11-12,12:25:57,42.78,17.4,"OTOK MLJET, CROATIA",2,ML,3.3,544828,12,25,57.0,2016-11-12 12:25:57,ICV,98
261,2016-11-12,14:52:59,43.0,13.1,CENTRAL ITALY,9,ML,2.5,544853,14,52,59.0,2016-11-12 14:52:59,ICV,83
262,2016-11-12,14:43:33,42.72,13.21,CENTRAL ITALY,10,MB,4.4,544849,14,43,33.0,2016-11-12 14:43:33,ICV,52
258,2016-11-12,15:51:20,42.89,13.19,CENTRAL ITALY,11,ML,2.6,544875,15,51,20.0,2016-11-12 15:51:20,ICV,69
254,2016-11-12,17:19:28,43.01,13.07,CENTRAL ITALY,10,ML,2.5,544887,17,19,28.0,2016-11-12 17:19:28,ICV,85
255,2016-11-12,17:15:30,42.81,13.13,CENTRAL ITALY,10,ML,2.8,544886,17,15,30.0,2016-11-12 17:15:30,ICV,63
249,2016-11-12,18:45:21,43.05,13.07,CENTRAL ITALY,13,ML,2.5,544893,18,45,21.0,2016-11-12 18:45:21,ICV,89
250,2016-11-12,18:32:40,42.94,13.2,CENTRAL ITALY,8,ML,3.0,544891,18,32,40.0,2016-11-12 18:32:40,ICV,74
252,2016-11-12,18:18:55,42.99,13.15,CENTRAL ITALY,9,ML,2.5,544890,18,18,55.0,2016-11-12 18:18:55,ICV,80
248,2016-11-12,19:18:30,43.03,13.07,CENTRAL ITALY,9,ML,3.2,544900,19,18,30.0,2016-11-12 19:18:30,ICV,87
246,2016-11-12,20:29:24,42.8,13.21,CENTRAL ITALY,9,ML,2.8,544914,20,29,24.0,2016-11-12 20:29:24,ICV,60
242,2016-11-12,22:51:10,42.92,13.21,CENTRAL ITALY,8,ML,3.2,544936,22,51,10.0,2016-11-12 22:51:10,ICV,71
243,2016-11-12,22:32:23,42.8,13.14,CENTRAL ITALY,10,ML,3.9,544933,22,32,23.0,2016-11-12 22:32:23,ICV,62
236,2016-11-12,23:55:36,42.82,13.1,CENTRAL ITALY,11,ML,3.1,544948,23,55,36.0,2016-11-12 23:55:36,ICV,65
237,2016-11-12,23:42:48,42.66,13.18,CENTRAL ITALY,11,ML,2.5,544947,23,42,48.0,2016-11-12 23:42:48,ICV,47
238,2016-11-12,23:27:01,42.45,13.24,CENTRAL ITALY,11,ML,2.8,544944,23,27,1.0,2016-11-12 23:27:01,ICV,26
239,2016-11-12,23:19:37,42.82,13.1,CENTRAL ITALY,11,ML,3.2,544941,23,19,37.0,2016-11-12 23:19:37,ICV,65
241,2016-11-12,23:10:02,42.76,13.06,CENTRAL ITALY,10,ML,2.7,544940,23,10,2.0,2016-11-12 23:10:02,ICV,61
233,2016-11-13,00:43:29,42.81,13.08,CENTRAL ITALY,11,ML,2.7,544953,0,43,29.0,2016-11-13 00:43:29,ICV,65
235,2016-11-13,00:17:05,42.45,13.24,CENTRAL ITALY,12,ML,2.6,544950,0,17,5.0,2016-11-13 00:17:05,ICV,26
232,2016-11-13,02:55:46,42.81,13.14,CENTRAL ITALY,10,ML,2.8,544969,2,55,46.0,2016-11-13 02:55:46,ICV,63
230,2016-11-13,03:26:58,42.81,12.76,CENTRAL ITALY,10,ML,2.6,544970,3,26,58.0,2016-11-13 03:26:58,ICV,77
231,2016-11-13,03:15:52,42.55,13.23,CENTRAL ITALY,10,ML,3.4,544968,3,15,52.0,2016-11-13 03:15:52,ICV,35
227,2016-11-13,05:56:13,42.99,13.04,CENTRAL ITALY,9,ML,2.9,544984,5,56,13.0,2016-11-13 05:56:13,ICV,84
223,2016-11-13,07:08:54,42.91,13.17,CENTRAL ITALY,9,ML,2.5,544998,7,8,54.0,2016-11-13 07:08:54,ICV,72
217,2016-11-13,08:49:22,43.03,13.07,CENTRAL ITALY,9,ML,2.5,545012,8,49,22.0,2016-11-13 08:49:22,ICV,87
214,2016-11-13,09:35:07,42.99,13.04,CENTRAL ITALY,8,ML,2.7,545023,9,35,7.0,2016-11-13 09:35:07,ICV,84
210,2016-11-13,10:18:38,43.04,13.06,CENTRAL ITALY,10,ML,2.9,545032,10,18,38.0,2016-11-13 10:18:38,ICV,88
211,2016-11-13,10:13:04,42.94,13.22,CENTRAL ITALY,8,ML,2.7,545029,10,13,4.0,2016-11-13 10:13:04,ICV,73
206,2016-11-13,11:53:54,42.72,13.22,CENTRAL ITALY,10,ML,3.3,545074,11,53,54.0,2016-11-13 11:53:54,ICV,51
209,2016-11-13,11:13:22,42.79,13.04,CENTRAL ITALY,10,ML,2.9,545052,11,13,22.0,2016-11-13 11:13:22,ICV,65
202,2016-11-13,13:49:19,42.98,13.15,CENTRAL ITALY,9,ML,2.5,545113,13,49,19.0,2016-11-13 13:49:19,ICV,79
203,2016-11-13,13:25:46,42.98,13.04,CENTRAL ITALY,7,ML,2.5,545106,13,25,46.0,2016-11-13 13:25:46,ICV,83
204,2016-11-13,13:18:59,42.96,13.05,CENTRAL ITALY,8,ML,2.9,545102,13,18,59.0,2016-11-13 13:18:59,ICV,81
201,2016-11-13,14:11:56,42.9,13.18,CENTRAL ITALY,10,ML,2.5,545125,14,11,56.0,2016-11-13 14:11:56,ICV,70
192,2016-11-13,17:43:06,42.44,13.24,CENTRAL ITALY,11,ML,2.5,545203,17,43,6.0,2016-11-13 17:43:06,ICV,25
190,2016-11-13,19:02:10,42.45,13.24,CENTRAL ITALY,11,ML,2.6,545209,19,2,10.0,2016-11-13 19:02:10,ICV,26
188,2016-11-13,20:30:10,42.66,13.32,CENTRAL ITALY,12,ML,2.8,545221,20,30,10.0,2016-11-13 20:30:10,ICV,42
186,2016-11-13,21:11:25,42.8,13.21,CENTRAL ITALY,13,ML,2.6,545228,21,11,25.0,2016-11-13 21:11:25,ICV,60
184,2016-11-13,22:05:01,42.46,13.24,CENTRAL ITALY,10,ML,2.5,545242,22,5,1.0,2016-11-13 22:05:01,ICV,27
181,2016-11-13,23:01:51,42.95,13.09,CENTRAL ITALY,9,ML,3.3,545252,23,1,51.0,2016-11-13 23:01:51,ICV,78
179,2016-11-14,00:52:16,42.81,13.18,CENTRAL ITALY,10,ML,2.8,545279,0,52,16.0,2016-11-14 00:52:16,ICV,62
175,2016-11-14,01:33:43,42.86,13.16,CENTRAL ITALY,11,ML,4.0,545291,1,33,43.0,2016-11-14 01:33:43,ICV,67
177,2016-11-14,01:26:32,43.01,13.08,CENTRAL ITALY,9,ML,2.5,545285,1,26,32.0,2016-11-14 01:26:32,ICV,85
170,2016-11-14,02:37:17,42.86,13.17,CENTRAL ITALY,11,ML,2.9,545306,2,37,17.0,2016-11-14 02:37:17,ICV,67
166,2016-11-14,05:52:59,42.77,13.07,CENTRAL ITALY,10,ML,2.8,545323,5,52,59.0,2016-11-14 05:52:59,ICV,62
167,2016-11-14,05:47:32,42.86,13.16,CENTRAL ITALY,11,ML,2.7,545325,5,47,32.0,2016-11-14 05:47:32,ICV,67
168,2016-11-14,05:32:42,43.01,13.07,CENTRAL ITALY,8,ML,3.1,545320,5,32,42.0,2016-11-14 05:32:42,ICV,85
165,2016-11-14,06:01:04,42.87,13.15,CENTRAL ITALY,10,ML,2.7,545324,6,1,4.0,2016-11-14 06:01:04,ICV,68
162,2016-11-14,08:39:28,43.01,13.07,CENTRAL ITALY,9,ML,2.6,545363,8,39,28.0,2016-11-14 08:39:28,ICV,85
161,2016-11-14,09:12:39,42.99,13.08,CENTRAL ITALY,10,ML,2.5,545366,9,12,39.0,2016-11-14 09:12:39,ICV,83
155,2016-11-14,10:35:37,42.97,13.12,CENTRAL ITALY,9,ML,2.6,545379,10,35,37.0,2016-11-14 10:35:37,ICV,79
157,2016-11-14,10:03:38,42.86,13.16,CENTRAL ITALY,11,ML,2.5,545370,10,3,38.0,2016-11-14 10:03:38,ICV,67
145,2016-11-14,14:25:13,42.98,13.06,CENTRAL ITALY,10,ML,3.1,545444,14,25,13.0,2016-11-14 14:25:13,ICV,82
146,2016-11-14,14:09:57,43.03,13.1,CENTRAL ITALY,9,ML,2.6,545443,14,9,57.0,2016-11-14 14:09:57,ICV,86
143,2016-11-14,15:34:19,42.86,13.16,CENTRAL ITALY,11,ML,3.0,545472,15,34,19.0,2016-11-14 15:34:19,ICV,67
140,2016-11-14,16:37:10,43.04,13.06,CENTRAL ITALY,10,ML,2.5,545479,16,37,10.0,2016-11-14 16:37:10,ICV,88
138,2016-11-14,17:41:39,42.94,13.15,CENTRAL ITALY,10,ML,2.3,545485,17,41,39.0,2016-11-14 17:41:39,ICV,75
139,2016-11-14,17:38:38,42.93,13.17,CENTRAL ITALY,10,ML,2.5,545483,17,38,38.0,2016-11-14 17:38:38,ICV,74
125,2016-11-14,19:49:52,42.94,13.15,CENTRAL ITALY,10,ML,4.0,545516,19,49,52.0,2016-11-14 19:49:52,ICV,75
127,2016-11-14,19:42:15,42.78,13.16,CENTRAL ITALY,10,ML,2.5,545517,19,42,15.0,2016-11-14 19:42:15,ICV,59
129,2016-11-14,19:22:57,43.05,13.06,CENTRAL ITALY,10,ML,2.7,545509,19,22,57.0,2016-11-14 19:22:57,ICV,89
117,2016-11-14,23:37:11,42.71,13.13,CENTRAL ITALY,11,ML,3.0,545549,23,37,11.0,2016-11-14 23:37:11,ICV,54
114,2016-11-15,01:38:02,43.19,13.16,CENTRAL ITALY,9,ML,3.1,545565,1,38,2.0,2016-11-15 01:38:02,ICV,99
107,2016-11-15,06:10:55,42.94,13.2,CENTRAL ITALY,8,ML,2.7,545604,6,10,55.0,2016-11-15 06:10:55,ICV,74
103,2016-11-15,07:55:22,42.73,13.27,CENTRAL ITALY,13,ML,2.6,545629,7,55,22.0,2016-11-15 07:55:22,ICV,51
104,2016-11-15,07:44:42,42.64,13.3,CENTRAL ITALY,11,ML,2.6,545628,7,44,42.0,2016-11-15 07:44:42,ICV,41
105,2016-11-15,07:26:01,42.91,13.15,CENTRAL ITALY,9,ML,2.6,545625,7,26,1.0,2016-11-15 07:26:01,ICV,72
98,2016-11-15,09:27:13,52.97,9.26,GERMANY,5,ML,2.5,545664,9,27,13.0,2016-11-15 09:27:13,DHO,72
98,2016-11-15,09:27:13,52.97,9.26,GERMANY,5,ML,2.5,545664,9,27,13.0,2016-11-15 09:27:13,GVT,154
91,2016-11-15,11:11:47,43.06,13.07,CENTRAL ITALY,9,ML,2.7,545667,11,11,47.0,2016-11-15 11:11:47,ICV,90
89,2016-11-15,14:00:52,43.01,13.09,CENTRAL ITALY,9,ML,2.7,545695,14,0,52.0,2016-11-15 14:00:52,ICV,84
81,2016-11-15,17:44:36,42.85,13.1,CENTRAL ITALY,12,ML,2.8,545737,17,44,36.0,2016-11-15 17:44:36,ICV,68
82,2016-11-15,17:15:45,43.04,13.08,CENTRAL ITALY,8,ML,2.7,545733,17,15,45.0,2016-11-15 17:15:45,ICV,88
83,2016-11-15,17:04:36,43.03,13.07,CENTRAL ITALY,9,ML,3.0,545728,17,4,36.0,2016-11-15 17:04:36,ICV,87
75,2016-11-15,18:33:16,42.99,13.16,CENTRAL ITALY,7,ML,3.1,545749,18,33,16.0,2016-11-15 18:33:16,ICV,80
76,2016-11-15,18:30:58,43.03,13.08,CENTRAL ITALY,9,ML,3.2,545747,18,30,58.0,2016-11-15 18:30:58,ICV,87
