,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on
396,2016-10-27,19:35:54,42.88,13.06,CENTRAL ITALY,10,ML,2.8,540095,19,35,54.0,2016-10-27 19:35:54,ICV
397,2016-10-27,18:50:29,42.83,13.15,CENTRAL ITALY,9,ML,3.1,540093,18,50,29.0,2016-10-27 18:50:29,ICV
398,2016-10-27,17:22:23,42.84,13.1,CENTRAL ITALY,9,ML,4.2,540069,17,22,23.0,2016-10-27 17:22:23,ICV
399,2016-10-27,16:34:06,42.89,13.05,CENTRAL ITALY,10,ML,2.9,540061,16,34,6.0,2016-10-27 16:34:06,ICV
400,2016-10-27,15:54:19,43.0,13.14,CENTRAL ITALY,8,ML,2.6,540055,15,54,19.0,2016-10-27 15:54:19,ICV
401,2016-10-27,14:09:05,42.79,13.16,CENTRAL ITALY,8,ML,3.1,540029,14,9,5.0,2016-10-27 14:09:05,ICV
402,2016-10-27,13:17:26,42.94,13.15,CENTRAL ITALY,9,ML,3.0,540017,13,17,26.0,2016-10-27 13:17:26,ICV
403,2016-10-27,12:34:13,52.94,8.24,GERMANY,5,ML,2.1,540025,12,34,13.0,2016-10-27 12:34:13,DHO
404,2016-10-27,12:34:13,52.94,8.24,GERMANY,5,ML,2.1,540025,12,34,13.0,2016-10-27 12:34:13,GVT
405,2016-10-27,12:19:00,43.02,13.13,CENTRAL ITALY,10,ML,3.8,539998,12,19,0.0,2016-10-27 12:19:00,ICV
406,2016-10-27,11:08:00,42.98,13.05,CENTRAL ITALY,10,ML,3.1,539972,11,8,0.0,2016-10-27 11:08:00,ICV
407,2016-10-27,10:10:25,42.88,13.06,CENTRAL ITALY,11,ML,3.0,539950,10,10,25.0,2016-10-27 10:10:25,ICV
408,2016-10-27,09:32:30,43.05,13.09,CENTRAL ITALY,6,ML,2.8,539947,9,32,30.0,2016-10-27 09:32:30,ICV
409,2016-10-27,08:21:46,42.87,13.1,CENTRAL ITALY,9,MW,4.4,539919,8,21,46.0,2016-10-27 08:21:46,ICV
410,2016-10-27,07:50:29,42.83,13.13,CENTRAL ITALY,9,ML,3.6,539925,7,50,29.0,2016-10-27 07:50:29,ICV
411,2016-10-27,06:34:15,43.03,13.13,CENTRAL ITALY,9,ML,3.0,539916,6,34,15.0,2016-10-27 06:34:15,ICV
412,2016-10-27,05:05:28,42.89,13.05,CENTRAL ITALY,11,ML,3.4,539896,5,5,28.0,2016-10-27 05:05:28,ICV
413,2016-10-27,04:27:18,42.93,13.05,CENTRAL ITALY,10,ML,3.2,539885,4,27,18.0,2016-10-27 04:27:18,ICV
414,2016-10-27,03:19:27,42.84,13.15,CENTRAL ITALY,9,MB,4.4,539844,3,19,27.0,2016-10-27 03:19:27,ICV
415,2016-10-27,02:44:45,42.91,13.05,CENTRAL ITALY,11,ML,3.6,539873,2,44,45.0,2016-10-27 02:44:45,ICV
416,2016-10-27,02:27:13,44.12,18.16,BOSNIA AND HERZEGOVINA,6,ML,2.1,539886,2,27,13.0,2016-10-27 02:27:13,JXN
417,2016-10-27,02:27:13,44.12,18.16,BOSNIA AND HERZEGOVINA,6,ML,2.1,539886,2,27,13.0,2016-10-27 02:27:13,DHO
418,2016-10-27,02:27:13,44.12,18.16,BOSNIA AND HERZEGOVINA,6,ML,2.1,539886,2,27,13.0,2016-10-27 02:27:13,GVT
419,2016-10-27,01:37:07,42.81,13.1,CENTRAL ITALY,10,ML,3.6,539814,1,37,7.0,2016-10-27 01:37:07,ICV
420,2016-10-27,00:21:32,42.96,13.06,CENTRAL ITALY,10,MB,4.2,539777,0,21,32.0,2016-10-27 00:21:32,ICV
421,2016-10-26,23:52:32,42.82,13.14,CENTRAL ITALY,10,MB,4.0,539766,23,52,32.0,2016-10-26 23:52:32,ICV
422,2016-10-26,22:11:27,42.93,13.16,CENTRAL ITALY,8,ML,3.4,539753,22,11,27.0,2016-10-26 22:11:27,ICV
423,2016-10-26,21:42:02,42.86,13.13,CENTRAL ITALY,10,MW,4.7,539714,21,42,2.0,2016-10-26 21:42:02,ICV
424,2016-10-26,20:25:53,42.99,13.14,CENTRAL ITALY,10,ML,3.4,539684,20,25,53.0,2016-10-26 20:25:53,ICV
425,2016-10-26,19:18:07,42.92,13.13,CENTRAL ITALY,8,MW,6.1,539727,19,18,7.0,2016-10-26 19:18:07,ICV
426,2016-10-26,18:39:19,42.88,13.09,CENTRAL ITALY,10,ML,3.3,539647,18,39,19.0,2016-10-26 18:39:19,ICV
427,2016-10-26,17:10:36,42.88,13.13,CENTRAL ITALY,9,MW,5.5,539614,17,10,36.0,2016-10-26 17:10:36,ICV
428,2016-10-26,15:05:52,42.87,13.2,CENTRAL ITALY,8,ML,2.6,539607,15,5,52.0,2016-10-26 15:05:52,ICV
429,2016-10-26,02:14:14,43.94,17.11,BOSNIA AND HERZEGOVINA,2,ML,2.6,539526,2,14,14.0,2016-10-26 02:14:14,ICV
430,2016-10-26,02:14:14,43.94,17.11,BOSNIA AND HERZEGOVINA,2,ML,2.6,539526,2,14,14.0,2016-10-26 02:14:14,GVT
431,2016-10-25,22:36:00,51.57,16.13,POLAND,1,ML,2.7,539478,22,36,0.0,2016-10-25 22:36:00,JXN
432,2016-10-25,16:53:00,43.6,10.99,CENTRAL ITALY,9,ML,3.9,539425,16,53,0.0,2016-10-25 16:53:00,ICV
433,2016-10-24,22:25:24,46.3,13.67,SLOVENIA,10,ML,2.5,539400,22,25,24.0,2016-10-24 22:25:24,DHO
434,2016-10-24,22:25:24,46.3,13.67,SLOVENIA,10,ML,2.5,539400,22,25,24.0,2016-10-24 22:25:24,GVT
435,2016-10-24,18:41:18,43.38,12.55,CENTRAL ITALY,8,ML,3.1,539164,18,41,18.0,2016-10-24 18:41:18,ICV
436,2016-10-23,22:22:41,42.62,13.32,CENTRAL ITALY,9,ML,2.8,538893,22,22,41.0,2016-10-23 22:22:41,ICV
437,2016-10-23,08:18:50,43.12,9.44,LIGURIAN SEA,5,ML,3.0,538861,8,18,50.0,2016-10-23 08:18:50,ICV
438,2016-10-22,22:22:15,42.77,13.17,CENTRAL ITALY,13,ML,2.6,538956,22,22,15.0,2016-10-22 22:22:15,ICV
439,2016-10-22,05:24:56,42.77,13.13,CENTRAL ITALY,6,ML,2.9,538874,5,24,56.0,2016-10-22 05:24:56,ICV
440,2016-10-21,05:52:41,42.58,13.28,CENTRAL ITALY,12,ML,2.2,538433,5,52,41.0,2016-10-21 05:52:41,ICV
441,2016-10-20,18:05:48,42.81,13.23,CENTRAL ITALY,8,ML,2.6,538299,18,5,48.0,2016-10-20 18:05:48,ICV
442,2016-10-20,01:07:07,51.51,16.27,POLAND,1,ML,3.1,538163,1,7,7.0,2016-10-20 01:07:07,JXN
443,2016-10-20,00:09:54,40.76,15.65,SOUTHERN ITALY,17,ML,3.5,538154,0,9,54.0,2016-10-20 00:09:54,ICV
444,2016-10-19,17:08:07,42.88,13.14,CENTRAL ITALY,10,ML,2.5,538088,17,8,7.0,2016-10-19 17:08:07,ICV
445,2016-10-19,16:05:24,45.11,16.26,CROATIA,5,ML,2.4,538192,16,5,24.0,2016-10-19 16:05:24,ICV
446,2016-10-19,16:05:24,45.11,16.26,CROATIA,5,ML,2.4,538192,16,5,24.0,2016-10-19 16:05:24,DHO
447,2016-10-19,16:05:24,45.11,16.26,CROATIA,5,ML,2.4,538192,16,5,24.0,2016-10-19 16:05:24,GVT
448,2016-10-19,14:58:02,42.79,13.13,CENTRAL ITALY,8,ML,2.5,538070,14,58,2.0,2016-10-19 14:58:02,ICV
449,2016-10-19,07:36:16,42.8,13.23,CENTRAL ITALY,7,ML,2.5,537994,7,36,16.0,2016-10-19 07:36:16,ICV
450,2016-10-19,00:52:12,42.81,13.23,CENTRAL ITALY,9,ML,3.0,537954,0,52,12.0,2016-10-19 00:52:12,ICV
451,2016-10-17,23:50:32,51.55,16.18,POLAND,1,ML,4.3,537763,23,50,32.0,2016-10-17 23:50:32,JXN
452,2016-10-17,15:37:36,42.73,13.19,CENTRAL ITALY,10,ML,2.6,537672,15,37,36.0,2016-10-17 15:37:36,ICV
453,2016-10-16,09:32:38,42.74,13.19,CENTRAL ITALY,10,MB,4.2,537305,9,32,38.0,2016-10-16 09:32:38,ICV
454,2016-10-16,07:48:26,42.75,13.18,CENTRAL ITALY,9,ML,3.0,537386,7,48,26.0,2016-10-16 07:48:26,ICV
455,2016-10-15,15:44:46,51.51,15.97,POLAND,1,ML,3.7,537214,15,44,46.0,2016-10-15 15:44:46,JXN
456,2016-10-15,01:30:54,42.89,13.26,CENTRAL ITALY,9,ML,3.0,537065,1,30,54.0,2016-10-15 01:30:54,ICV
457,2016-10-14,18:31:19,42.87,13.07,CENTRAL ITALY,9,ML,2.5,537004,18,31,19.0,2016-10-14 18:31:19,ICV
458,2016-10-14,16:08:48,49.92,8.7,GERMANY,6,ML,2.9,536987,16,8,48.0,2016-10-14 16:08:48,DHO
459,2016-10-14,16:08:48,49.92,8.7,GERMANY,6,ML,2.9,536987,16,8,48.0,2016-10-14 16:08:48,GVT
460,2016-10-14,12:48:34,42.87,13.06,CENTRAL ITALY,9,ML,2.5,536970,12,48,34.0,2016-10-14 12:48:34,ICV
461,2016-10-14,08:45:48,42.87,13.07,CENTRAL ITALY,9,ML,2.8,536932,8,45,48.0,2016-10-14 08:45:48,ICV
462,2016-10-14,04:09:20,42.63,13.33,CENTRAL ITALY,11,ML,3.3,536898,4,9,20.0,2016-10-14 04:09:20,ICV
463,2016-10-14,03:37:44,49.92,8.68,GERMANY,6,ML,2.4,536892,3,37,44.0,2016-10-14 03:37:44,DHO
464,2016-10-14,03:37:44,49.92,8.68,GERMANY,6,ML,2.4,536892,3,37,44.0,2016-10-14 03:37:44,GVT
465,2016-10-13,04:56:49,42.87,13.07,CENTRAL ITALY,9,ML,3.1,536749,4,56,49.0,2016-10-13 04:56:49,ICV
466,2016-10-12,16:28:32,42.87,13.07,CENTRAL ITALY,9,ML,2.5,536655,16,28,32.0,2016-10-12 16:28:32,ICV
468,2016-10-12,02:08:16,42.69,13.26,CENTRAL ITALY,13,ML,2.5,536557,2,8,16.0,2016-10-12 02:08:16,ICV
469,2016-10-11,21:24:10,42.87,13.07,CENTRAL ITALY,8,ML,3.2,536519,21,24,10.0,2016-10-11 21:24:10,ICV
470,2016-10-11,07:33:09,44.11,12.95,NORTHERN ITALY,10,ML,2.9,536397,7,33,9.0,2016-10-11 07:33:09,ICV
471,2016-10-10,23:00:51,42.59,13.3,CENTRAL ITALY,10,ML,2.8,536343,23,0,51.0,2016-10-10 23:00:51,ICV
472,2016-10-10,15:40:54,51.5,16.26,POLAND,1,ML,3.2,536287,15,40,54.0,2016-10-10 15:40:54,JXN
473,2016-10-10,11:43:41,45.94,14.59,SLOVENIA,2,ML,2.0,536262,11,43,41.0,2016-10-10 11:43:41,DHO
474,2016-10-10,11:43:41,45.94,14.59,SLOVENIA,2,ML,2.0,536262,11,43,41.0,2016-10-10 11:43:41,GVT
475,2016-10-10,11:04:18,42.92,13.18,CENTRAL ITALY,10,ML,2.5,536257,11,4,18.0,2016-10-10 11:04:18,ICV
476,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,ICV
477,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,JXN
478,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,DHO
479,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,GVT
480,2016-10-09,20:42:37,42.91,13.26,CENTRAL ITALY,6,ML,2.6,536129,20,42,37.0,2016-10-09 20:42:37,ICV
483,2016-10-09,10:33:02,42.63,13.21,CENTRAL ITALY,11,ML,2.8,536054,10,33,2.0,2016-10-09 10:33:02,ICV
486,2016-10-09,04:42:42,42.74,13.2,CENTRAL ITALY,10,ML,3.7,536009,4,42,42.0,2016-10-09 04:42:42,ICV
487,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,ICV
488,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,JXN
489,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,DHO
490,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,GVT
491,2016-10-09,02:47:28,42.74,13.19,CENTRAL ITALY,10,ML,3.1,535982,2,47,28.0,2016-10-09 02:47:28,ICV
492,2016-10-08,23:57:09,42.76,13.12,CENTRAL ITALY,10,ML,2.8,535953,23,57,9.0,2016-10-08 23:57:09,ICV
493,2016-10-08,18:11:09,42.74,13.19,CENTRAL ITALY,11,ML,3.9,535879,18,11,9.0,2016-10-08 18:11:09,ICV
494,2016-10-08,12:19:03,42.75,13.18,CENTRAL ITALY,9,ML,3.6,535826,12,19,3.0,2016-10-08 12:19:03,ICV
495,2016-10-08,11:41:50,42.63,13.22,CENTRAL ITALY,12,ML,2.7,535815,11,41,50.0,2016-10-08 11:41:50,ICV
496,2016-10-08,08:15:01,42.78,13.2,CENTRAL ITALY,10,ML,3.2,535797,8,15,1.0,2016-10-08 08:15:01,ICV
498,2016-10-07,18:54:00,42.78,13.13,CENTRAL ITALY,10,ML,2.7,535682,18,54,0.0,2016-10-07 18:54:00,ICV
501,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,ICV
502,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,JXN
503,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,DHO
504,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,GVT
505,2016-10-07,07:46:06,42.9,13.25,CENTRAL ITALY,8,ML,3.3,535602,7,46,6.0,2016-10-07 07:46:06,ICV
506,2016-10-07,04:34:42,42.78,13.13,CENTRAL ITALY,10,ML,2.8,535578,4,34,42.0,2016-10-07 04:34:42,ICV
507,2016-10-07,03:43:03,47.48,10.67,AUSTRIA,5,ML,2.1,535624,3,43,3.0,2016-10-07 03:43:03,GVT
508,2016-10-06,21:58:50,51.44,16.22,POLAND,1,ML,2.9,535522,21,58,50.0,2016-10-06 21:58:50,JXN
509,2016-10-06,21:29:56,42.62,13.36,CENTRAL ITALY,18,ML,2.8,535520,21,29,56.0,2016-10-06 21:29:56,ICV
510,2016-10-06,17:54:14,42.89,13.25,CENTRAL ITALY,10,ML,3.0,535493,17,54,14.0,2016-10-06 17:54:14,ICV
511,2016-10-06,16:09:44,42.88,13.14,CENTRAL ITALY,9,ML,3.0,535479,16,9,44.0,2016-10-06 16:09:44,ICV
512,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,ICV
513,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,JXN
514,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,DHO
515,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,GVT
516,2016-10-06,11:52:44,42.77,13.24,CENTRAL ITALY,10,ML,2.5,535453,11,52,44.0,2016-10-06 11:52:44,ICV
517,2016-10-06,05:34:18,42.79,13.22,CENTRAL ITALY,10,ML,3.2,535406,5,34,18.0,2016-10-06 05:34:18,ICV
518,2016-10-06,01:25:27,51.31,16.1,POLAND,1,ML,2.7,535377,1,25,27.0,2016-10-06 01:25:27,JXN
519,2016-10-05,12:29:31,42.64,13.22,CENTRAL ITALY,12,ML,3.2,535261,12,29,31.0,2016-10-05 12:29:31,ICV
520,2016-10-05,12:17:44,50.36,7.92,GERMANY,3,ML,2.2,535257,12,17,44.0,2016-10-05 12:17:44,DHO
521,2016-10-05,12:17:44,50.36,7.92,GERMANY,3,ML,2.2,535257,12,17,44.0,2016-10-05 12:17:44,GVT
522,2016-10-05,06:27:03,47.12,11.37,AUSTRIA,5,ML,2.3,535432,6,27,3.0,2016-10-05 06:27:03,GVT
523,2016-10-04,22:20:03,50.07,19.22,POLAND,1,ML,2.6,535164,22,20,3.0,2016-10-04 22:20:03,JXN
524,2016-10-04,17:06:09,50.12,18.45,POLAND,1,ML,2.9,535129,17,6,9.0,2016-10-04 17:06:09,JXN
525,2016-10-04,12:41:35,42.86,13.12,CENTRAL ITALY,9,ML,3.9,535083,12,41,35.0,2016-10-04 12:41:35,ICV
526,2016-10-04,10:18:05,43.11,13.4,CENTRAL ITALY,22,ML,2.4,535045,10,18,5.0,2016-10-04 10:18:05,ICV
527,2016-10-04,09:33:10,42.76,13.16,CENTRAL ITALY,13,ML,2.3,535035,9,33,10.0,2016-10-04 09:33:10,ICV
528,2016-10-04,02:39:10,42.5,19.18,MONTENEGRO,21,ML,2.3,534973,2,39,10.0,2016-10-04 02:39:10,ICV
529,2016-10-03,23:09:28,42.78,13.12,CENTRAL ITALY,10,ML,2.6,534959,23,9,28.0,2016-10-03 23:09:28,ICV
530,2016-10-03,21:30:15,42.83,13.22,CENTRAL ITALY,8,ML,2.6,534943,21,30,15.0,2016-10-03 21:30:15,ICV
531,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,ICV
532,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,JXN
533,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,DHO
534,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,GVT
535,2016-10-02,23:47:07,42.79,13.23,CENTRAL ITALY,9,ML,3.4,534786,23,47,7.0,2016-10-02 23:47:07,ICV
536,2016-10-02,21:25:28,42.84,13.23,CENTRAL ITALY,8,ML,2.7,534767,21,25,28.0,2016-10-02 21:25:28,ICV
537,2016-10-02,19:41:19,42.5,19.19,MONTENEGRO,18,ML,3.9,534757,19,41,19.0,2016-10-02 19:41:19,ICV
538,2016-10-02,15:20:08,42.81,13.24,CENTRAL ITALY,8,ML,2.6,534737,15,20,8.0,2016-10-02 15:20:08,ICV
539,2016-10-02,12:16:49,43.55,13.77,CENTRAL ITALY,9,ML,2.6,534720,12,16,49.0,2016-10-02 12:16:49,ICV
540,2016-10-02,00:38:18,43.86,16.84,BOSNIA AND HERZEGOVINA,4,ML,2.2,534711,0,38,18.0,2016-10-02 00:38:18,ICV
541,2016-10-01,22:42:02,41.38,13.86,SOUTHERN ITALY,10,ML,2.4,534650,22,42,2.0,2016-10-01 22:42:02,ICV
542,2016-10-01,21:33:01,43.46,17.57,BOSNIA AND HERZEGOVINA,3,ML,2.5,534709,21,33,1.0,2016-10-01 21:33:01,ICV
543,2016-10-01,11:56:09,42.91,13.25,CENTRAL ITALY,10,ML,2.8,534579,11,56,9.0,2016-10-01 11:56:09,ICV
544,2016-10-01,03:15:40,42.81,13.23,CENTRAL ITALY,8,ML,2.5,534491,3,15,40.0,2016-10-01 03:15:40,ICV
545,2016-10-01,00:15:09,42.76,13.24,CENTRAL ITALY,10,ML,2.5,534441,0,15,9.0,2016-10-01 00:15:09,ICV
546,2016-09-30,22:18:10,48.52,10.26,GERMANY,30,ML,2.0,535076,22,18,10.0,2016-09-30 22:18:10,DHO
547,2016-09-30,22:18:10,48.52,10.26,GERMANY,30,ML,2.0,535076,22,18,10.0,2016-09-30 22:18:10,GVT
548,2016-09-30,19:38:37,42.9,13.24,CENTRAL ITALY,9,ML,3.8,534393,19,38,37.0,2016-09-30 19:38:37,ICV
549,2016-09-30,15:08:00,42.71,13.21,CENTRAL ITALY,11,ML,2.5,534361,15,8,0.0,2016-09-30 15:08:00,ICV
550,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,ICV
551,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,JXN
552,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,DHO
553,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,GVT
